frame_number,track_id,label_bbox,label_bbox_score,read_label,text_score
370,2.0,[282.27996826171875 616.1754150390625 310.31671142578125 669.1807861328125],0.8022162318229675,0,0.5244271518343027
370,3.0,[126.3900146484375 588.7938232421875 172.419189453125 622.0015869140625],0.7885134816169739,117,0.25914885166105156
371,1.0,[434.3232727050781 373.95977783203125 485.5550842285156 472.61248779296875],0.8899099230766296,1,0.5197141683787585
371,3.0,[123.06594848632812 586.5074462890625 168.03421020507812 617.9642333984375],0.7769774198532104,7317,0.27301082015037537
372,1.0,[433.6969909667969 371.96636962890625 483.7386779785156 471.51373291015625],0.8974825739860535,1,0.7280646989432995
372,2.0,[120.02447509765625 583.007568359375 164.75860595703125 616.431640625],0.8103581666946411,,0.0
373,1.0,[433.1873779296875 370.2143859863281 482.84674072265625 468.4427185058594],0.895230770111084,1,0.5253081554962513
373,2.0,[114.93092346191406 581.6671142578125 161.0460968017578 614.123046875],0.8342235088348389,970113,0.2927261645269502
374,1.0,[431.8026123046875 368.33587646484375 481.2105712890625 466.71343994140625],0.8995250463485718,1,0.5647638223921412
374,2.0,[112.09140014648438 580.1028442382812 159.24197387695312 611.0906372070312],0.8216327428817749,0701,0.17624565958976746
375,1.0,[430.63323974609375 366.1605224609375 479.97332763671875 464.91259765625],0.8926010131835938,1,0.15635976928946604
375,2.0,[110.940673828125 578.5179443359375 157.44305419921875 609.5960693359375],0.8085495829582214,270116,0.17175756624477417
376,1.0,[429.153076171875 361.86444091796875 479.92840576171875 463.13861083984375],0.8907330632209778,1,0.6986501055593841
376,2.0,[108.56805419921875 576.91748046875 154.88577270507812 608.643310546875],0.8018544912338257,97011,0.50774908349325
377,1.0,[427.1717224121094 360.2505187988281 477.9792785644531 462.4014587402344],0.8888197541236877,1,0.2128138169941316
377,2.0,[102.12905883789062 575.0076904296875 150.55111694335938 609.01123046875],0.8391936421394348,07917,0.3474487508180401
378,1.0,[424.3646240234375 358.21820068359375 477.11334228515625 460.7078857421875],0.8745684623718262,1,0.3189999424301426
378,2.0,[98.35110473632812 573.671875 146.68161010742188 609.089599609375],0.841088056564331,07087,0.4108335241531198
379,1.0,[423.01556396484375 356.9482116699219 475.97296142578125 460.0632629394531],0.8744536638259888,7,0.1757035323370184
379,3.0,[95.41850280761719 572.7783203125 143.36131286621094 607.523681640625],0.8198962807655334,917497,0.3301390743786173
380,1.0,[422.15301513671875 355.3201599121094 473.47235107421875 460.0341491699219],0.8679473400115967,1,0.3798172983943573
380,3.0,[91.81144714355469 573.9407348632812 139.4993133544922 607.0535278320312],0.7850632667541504,97287,0.2745981037527224
381,1.0,[421.556396484375 353.52886962890625 472.218505859375 460.07000732421875],0.8688919544219971,1,0.2771915034539383
381,2.0,[88.56184387207031 572.1729125976562 136.1045379638672 607.9002075195312],0.8221052885055542,972174,0.1585290112514535
382,1.0,[418.04962158203125 355.25543212890625 471.28985595703125 459.53912353515625],0.8678413033485413,1,0.9034572968916024
382,2.0,[82.49888610839844 569.9000244140625 133.4398956298828 606.6685791015625],0.8193431496620178,17217,0.4423201042641846
383,1.0,[417.98876953125 354.60577392578125 470.7552490234375 459.895751953125],0.8734204769134521,,0.0
383,2.0,[81.54629516601562 569.8765258789062 132.41567993164062 606.4967651367188],0.8326349258422852,17017,0.9097168739548988
384,1.0,[417.8089599609375 355.01739501953125 469.0631103515625 460.68536376953125],0.868189811706543,1,0.9016516033818931
384,2.0,[80.17962646484375 570.13720703125 130.425537109375 607.4637451171875],0.8307754397392273,17017,0.5237751917387199
385,1.0,[417.206787109375 354.49456787109375 467.140625 461.94647216796875],0.8609367609024048,7,0.6938810630653371
385,2.0,[77.753173828125 570.2176513671875 128.3534698486328 607.3922119140625],0.8100124001502991,0147,0.10438831895589828
386,1.0,[416.165771484375 356.39898681640625 465.1590576171875 462.64813232421875],0.8576835989952087,1,0.14419049414705487
386,2.0,[77.077392578125 570.2609252929688 127.79779052734375 606.9343872070312],0.8036593794822693,17017,0.6724856449427384
387,1.0,[415.84490966796875 355.1822509765625 466.3138427734375 464.26708984375],0.8613268136978149,1,0.7481429383844898
387,2.0,[74.52732849121094 572.4510498046875 124.53604125976562 608.7293701171875],0.8185057044029236,17047,0.3819198349372326
388,2.0,[71.70669555664062 571.65625 122.34921264648438 608.34130859375],0.8456765413284302,07017,0.3274755174129552
389,1.0,[413.75140380859375 356.9110107421875 462.33673095703125 465.7227783203125],0.8756242394447327,1,0.8006623597356146
389,2.0,[66.7510986328125 569.9885864257812 120.22222900390625 608.9739379882812],0.8546931147575378,17017,0.9823645939538035
390,1.0,[412.689697265625 357.573974609375 460.9111328125 466.213623046875],0.8754862546920776,1,0.4444852414486036
390,2.0,[65.5618896484375 569.946044921875 118.60177612304688 608.54736328125],0.8593363761901855,17017,0.7693305814421894
391,1.0,[412.2734375 358.29937744140625 459.478271484375 467.31427001953125],0.8747276067733765,1,0.5009335494627329
391,2.0,[64.93930053710938 569.30908203125 117.88540649414062 607.864013671875],0.858066976070404,17017,0.544372385913648
391,4.0,[45.270843505859375 258.7335205078125 224.994384765625 286.9755859375],0.696908712387085,030,0.18921597465244377
392,1.0,[411.54583740234375 357.59356689453125 460.05963134765625 467.39312744140625],0.8743270039558411,7,0.3836741116256235
392,4.0,[44.241363525390625 257.1658935546875 229.70257568359375 286.163330078125],0.7135426998138428,0,0.2339460924545742
393,1.0,[413.4006652832031 356.9754638671875 460.8313903808594 466.716552734375],0.8781147003173828,1,0.1788748285255224
393,2.0,[63.768463134765625 566.9713134765625 115.99435424804688 606.0606689453125],0.8214114904403687,17017,0.533603581180345
394,1.0,[412.6043701171875 356.2811279296875 460.0423583984375 466.383544921875],0.8724939823150635,1,0.30886278008808077
394,2.0,[61.674346923828125 566.17138671875 115.81423950195312 605.668701171875],0.8167551755905151,17017,0.5260681169852579
395,1.0,[414.8372802734375 355.0086669921875 462.2130126953125 464.85687255859375],0.8660206198692322,1,0.34030932592290597
395,2.0,[61.5625 563.9580078125 115.13748168945312 603.2528076171875],0.8045645952224731,17017,0.5368320277415912
395,5.0,[247.4337158203125 776.7726440429688 274.0401611328125 879.1725463867188],0.6025835871696472,344,0.17124919885252535
396,1.0,[415.73052978515625 353.2615661621094 462.43145751953125 464.1610412597656],0.8566961884498596,0,0.23560227318688565
396,2.0,[61.54534912109375 564.166748046875 112.93301391601562 601.98193359375],0.8292908072471619,27017,0.5302015973290183
397,1.0,[415.97021484375 353.0850524902344 461.8984375 461.9764709472656],0.8493096232414246,1,0.44217532502445067
397,2.0,[60.920074462890625 562.9503173828125 112.54379272460938 601.4456787109375],0.8367841243743896,170173,0.3905155510791244
397,3.0,[43.2481689453125 242.20663452148438 226.84283447265625 272.3592834472656],0.7594918608665466,0800,0.06654512882232666
397,4.0,[522.7289428710938 55.79216003417969 715.8801879882812 123.02357482910156],0.7504332661628723,1,0.0870409762800115
398,1.0,[416.6474914550781 350.69439697265625 461.1660461425781 460.02197265625],0.8469812273979187,1,0.6460853159345028
398,2.0,[57.803314208984375 558.5172119140625 112.67572021484375 600.7421875],0.8312448263168335,17017,0.8147618686310402
399,1.0,[417.06707763671875 347.5125732421875 461.39874267578125 458.61962890625],0.865761399269104,1,0.5055870644255833
399,2.0,[58.071044921875 555.3231201171875 112.15493774414062 593.8890380859375],0.8250444531440735,17017,0.9840491551025549
400,1.0,[418.33251953125 344.87945556640625 462.8101806640625 457.2725830078125],0.8714228272438049,1,0.5286107256255015
400,2.0,[56.563018798828125 551.1785278320312 110.61807250976562 593.1564331054688],0.8416401743888855,17017,0.9837946876116842
401,1.0,[418.78424072265625 341.7060241699219 463.64947509765625 455.7082824707031],0.8863760232925415,1,0.7478129184584681
401,2.0,[56.484375 548.4111938476562 111.36376953125 591.4323120117188],0.830605685710907,17017,0.9971291943114482
401,4.0,[44.15325927734375 226.18060302734375 232.32232666015625 257.286376953125],0.668312668800354,10,0.27492235438021956
402,1.0,[419.5157165527344 338.67279052734375 465.3996887207031 452.63262939453125],0.8945561051368713,1,0.6318335080733419
402,2.0,[56.46257019042969 546.4896240234375 112.07640075683594 589.144287109375],0.8412899374961853,1707,0.99846351146698
403,1.0,[420.4825134277344 333.219482421875 468.4440002441406 450.005615234375],0.8600873351097107,1,0.8204494254118941
403,2.0,[55.34761047363281 543.28466796875 112.30500793457031 585.986572265625],0.8499366641044617,172017,0.45553065842224694
404,1.0,[53.54393005371094 539.900634765625 111.28886413574219 582.672607421875],0.8802028894424438,47017,0.6843409998088816
404,2.0,[420.494140625 334.20953369140625 466.798828125 450.60015869140625],0.8451415300369263,1,0.6103839729558445
405,1.0,[53.73551940917969 537.43115234375 110.42352294921875 579.8121337890625],0.8602638840675354,72017,0.7498200240340581
405,2.0,[424.12298583984375 329.9486999511719 469.77679443359375 445.4210510253906],0.8471542596817017,1,0.7126122785076063
405,4.0,[46.535430908203125 209.36441040039062 234.6019287109375 241.94046020507812],0.7826141715049744,0,0.09479135100964786
406,1.0,[51.91673278808594 534.411865234375 109.44532775878906 577.59228515625],0.8448231220245361,472017,0.5816418750917822
406,2.0,[425.6392822265625 328.58380126953125 471.66632080078125 444.1434326171875],0.8375982642173767,1,0.43228026581709855
406,3.0,[51.7833251953125 204.9783935546875 243.27645874023438 241.15264892578125],0.8149237036705017,12,0.4759333836037501
407,1.0,[426.08355712890625 325.23260498046875 472.52142333984375 442.572021484375],0.8500750064849854,1,0.3719231890958241
407,2.0,[52.829925537109375 530.6636962890625 109.51092529296875 576.0780029296875],0.8254743218421936,74,0.06388321665218519
407,4.0,[56.1097412109375 202.3585205078125 241.89703369140625 235.162353515625],0.656823456287384,36,0.17204335425371967
408,1.0,[431.0901184082031 321.45025634765625 475.4317321777344 439.81964111328125],0.8593898415565491,1,0.401265285257125
408,2.0,[52.77912902832031 528.5528564453125 110.70204162597656 573.6209716796875],0.8348941206932068,17017,0.988864627877407
408,3.0,[54.915252685546875 194.63348388671875 238.6566162109375 234.6790771484375],0.7863816022872925,4,0.9996636196775768
409,1.0,[433.39984130859375 318.4066162109375 476.49407958984375 437.44866943359375],0.8564854860305786,1,0.2789760046667311
409,2.0,[51.53955078125 524.658203125 111.95443725585938 570.4013671875],0.8344226479530334,77017,0.480917701373498
409,3.0,[53.08203125 192.8841552734375 239.38821411132812 226.02093505859375],0.7765145301818848,08,0.047866632250849764
410,1.0,[50.552490234375 521.625244140625 110.68222045898438 569.132080078125],0.8831723928451538,2797,0.45294368267059326
410,2.0,[435.2514343261719 316.48687744140625 477.5301208496094 435.46478271484375],0.8530219793319702,1,0.6208741872918075
410,3.0,[51.46240234375 187.16526794433594 243.3387451171875 223.10166931152344],0.8247981667518616,734447,0.07652749656510395
411,1.0,[50.221160888671875 520.5660400390625 110.57937622070312 568.2823486328125],0.8833765387535095,172176,0.12527614727707573
411,2.0,[435.6068115234375 316.05194091796875 477.198486328125 434.73760986328125],0.8544573783874512,1,0.7218622209075107
412,1.0,[50.60321044921875 519.7659912109375 110.90333557128906 566.7196044921875],0.8916068077087402,17017,0.8485410035534748
412,2.0,[437.935791015625 312.88519287109375 479.5037841796875 434.2823486328125],0.8216291069984436,1,0.4909535727425727
413,1.0,[50.98344421386719 519.6412353515625 111.40525817871094 566.7872314453125],0.8760471343994141,17017,0.5530087016579857
413,2.0,[442.42291259765625 312.94940185546875 483.24310302734375 433.62957763671875],0.8054124116897583,1,0.38157918636387933
413,4.0,[60.098785400390625 176.1564483642578 256.8280029296875 214.65672302246094],0.7176245450973511,36,0.24450758299444939
414,1.0,[50.477996826171875 519.1790771484375 111.14599609375 566.65478515625],0.8816215395927429,172017,0.8338114709767821
414,2.0,[444.2264404296875 310.10418701171875 487.00732421875 431.54205322265625],0.8163643479347229,1,0.7229107808653943
415,1.0,[50.15821838378906 519.3031616210938 111.08213806152344 567.4342651367188],0.8876752853393555,17017,0.9275319186666884
415,2.0,[447.0391845703125 310.9722900390625 488.7431640625 432.093994140625],0.8151129484176636,1,0.6129459048435457
416,1.0,[49.87049865722656 519.2947998046875 110.94075012207031 568.216552734375],0.8898480534553528,17017,0.910904221329767
416,2.0,[448.78790283203125 313.4844970703125 490.81610107421875 433.5062255859375],0.8286730647087097,1,0.39118533544980494
417,1.0,[49.36602783203125 519.21826171875 110.79400634765625 568.784423828125],0.8936504125595093,170171,0.40074775642837984
417,2.0,[452.6396484375 314.72467041015625 493.08642578125 435.690185546875],0.8350533843040466,1,0.71582545420803
418,1.0,[48.69342041015625 519.4791259765625 109.59703063964844 569.2132568359375],0.8886566758155823,174017,0.5791159170787611
418,2.0,[453.24908447265625 315.2401123046875 493.16949462890625 437.2835693359375],0.845353901386261,1,0.5053076383024155
418,4.0,[65.77566528320312 175.08609008789062 251.84674072265625 213.95120239257812],0.7442143559455872,77,0.08188623754700791
419,1.0,[49.03041076660156 520.5382080078125 109.91134643554688 569.3592529296875],0.8779163956642151,1740171,0.39308388472219247
419,2.0,[453.2725830078125 316.307373046875 493.0234375 440.6087646484375],0.8423704504966736,1,0.7840205512033016
419,4.0,[67.76614379882812 176.14337158203125 253.1883544921875 212.56210327148438],0.6915561556816101,1,0.22072892138569333
420,1.0,[48.79296875 521.3590087890625 109.98007202148438 571.4722900390625],0.8431719541549683,171017,0.6586179500420658
420,2.0,[453.5733642578125 316.851318359375 492.6875 441.62744140625],0.8299341797828674,1,0.21911019903883755
420,4.0,[69.94497680664062 175.28054809570312 263.380615234375 214.30966186523438],0.7019856572151184,64042,0.14234238039288152
421,1.0,[48.567413330078125 522.595947265625 110.33126831054688 573.998291015625],0.8482223153114319,17017,0.9468792782222527
421,2.0,[454.2408447265625 317.861572265625 493.125732421875 444.40936279296875],0.7992575764656067,7,0.2888415635081856
421,4.0,[72.70367431640625 177.79434204101562 256.99365234375 219.39425659179688],0.715435266494751,849364746,0.04189397952142952
422,1.0,[48.52961730957031 524.2991943359375 109.16873168945312 575.71923828125],0.8519147634506226,17017,0.9853155733117565
422,2.0,[454.4503173828125 319.14935302734375 495.021240234375 447.17376708984375],0.7912188172340393,1,0.5175623290235762
422,4.0,[71.95718383789062 177.57827758789062 256.5420227050781 220.11642456054688],0.7498071193695068,344967846041,0.059979806573991684
423,1.0,[48.158599853515625 525.955078125 106.91110229492188 577.118408203125],0.8615832328796387,17017,0.909533575266737
423,2.0,[76.15457153320312 176.77389526367188 257.76849365234375 221.28921508789062],0.8192081451416016,14,0.5139803414585418
423,3.0,[454.05780029296875 321.51544189453125 497.05169677734375 450.48406982421875],0.7966894507408142,1,0.7668232386962224
424,1.0,[48.17390441894531 528.6192626953125 105.99227905273438 578.3609619140625],0.8709649443626404,072017,0.2793606906749596
424,2.0,[77.892333984375 176.63003540039062 261.20574951171875 222.5130615234375],0.8115843534469604,69346467776713,0.03058759403610677
424,3.0,[456.45672607421875 325.38299560546875 504.44781494140625 451.65618896484375],0.811235785484314,1,0.7368835907798577
425,1.0,[47.104339599609375 530.91064453125 108.11541748046875 580.819580078125],0.8765456080436707,470475,0.2381378735434749
425,2.0,[459.3570556640625 326.12225341796875 506.37030029296875 453.96356201171875],0.8325641751289368,,0.0
425,4.0,[75.89834594726562 177.72125244140625 258.90765380859375 222.18692016601562],0.7665396332740784,9,0.2073030321405378
426,1.0,[45.893096923828125 531.8876342773438 108.57867431640625 584.8796997070312],0.8563180565834045,170473,0.3303748910433064
426,2.0,[463.2984619140625 327.998046875 507.5211181640625 455.4561767578125],0.8409810066223145,7,0.25250612779857207
426,4.0,[71.89535522460938 178.33059692382812 270.10650634765625 219.90267944335938],0.7483177781105042,13214160,0.042511996445149816
427,1.0,[45.720947265625 533.731201171875 108.25341796875 585.722412109375],0.8514352440834045,17047,0.4615000617706218
427,2.0,[78.23635864257812 184.6529541015625 270.8430480957031 224.615966796875],0.8327348828315735,0,0.5615316925895151
427,3.0,[465.58294677734375 330.856689453125 507.9102783203125 458.02294921875],0.8154736757278442,1,0.6879204811646247
428,1.0,[45.68132019042969 535.5469360351562 108.13031005859375 587.4528198242188],0.8518471121788025,17047,0.5881862075294223
428,2.0,[467.48870849609375 331.8993225097656 508.43756103515625 459.7649230957031],0.8161972761154175,1,0.24459693694026985
428,3.0,[70.09832763671875 185.23846435546875 271.25701904296875 224.576416015625],0.8008154034614563,48,0.11808990547424421
429,1.0,[46.07759094238281 537.5694580078125 109.10731506347656 591.1107177734375],0.8517174124717712,170417,0.6197083643259108
429,2.0,[70.06146240234375 184.92233276367188 269.1798095703125 225.95712280273438],0.8284397721290588,484017406739753856111,0.018631110967880334
429,3.0,[468.728515625 332.7115478515625 508.3462219238281 462.3951416015625],0.8078067898750305,1,0.2347692649601365
430,1.0,[45.55426025390625 538.9022216796875 105.03826904296875 591.929931640625],0.8627532720565796,47047,0.4575887214520086
430,2.0,[70.18115234375 185.27786254882812 268.2413024902344 226.34683227539062],0.8384946584701538,0,0.8389063150832534
430,3.0,[468.92877197265625 333.9698486328125 508.75885009765625 464.257568359375],0.8142426609992981,7,0.33381816681691134
431,1.0,[45.16993713378906 540.3317260742188 103.44471740722656 592.6045532226562],0.8792319893836975,117017,0.6276480426057143
431,2.0,[71.7117919921875 185.48773193359375 266.8070373535156 226.77252197265625],0.8226172924041748,33404867405,0.0943962795626363
431,3.0,[469.1258544921875 335.7751159667969 508.7333068847656 466.2447204589844],0.8146541714668274,7,0.2504576749234708
432,1.0,[44.06304168701172 541.4871826171875 103.84854888916016 594.4007568359375],0.8919548392295837,174017,0.9239952203293907
432,2.0,[469.0633544921875 339.6739501953125 508.7293701171875 468.7039794921875],0.8168282508850098,1,0.7597761823968199
433,1.0,[41.938323974609375 545.0791015625 104.31695556640625 597.880615234375],0.8907405734062195,172017,0.46871334473198906
433,2.0,[468.06591796875 344.111328125 508.92431640625 475.0361328125],0.8092327117919922,,0.0
434,1.0,[42.04884338378906 546.6909790039062 102.76689147949219 600.9475708007812],0.8611566424369812,17017,0.9983849717455957
434,2.0,[467.9451904296875 347.1778869628906 509.1321716308594 479.2586975097656],0.7705055475234985,1,0.644849545177749
434,4.0,[78.11053466796875 190.79855346679688 272.2529296875 237.16793823242188],0.7336117625236511,40,0.24595974062507694
435,1.0,[39.81739807128906 548.89208984375 103.18824768066406 603.432861328125],0.8468660712242126,17017,0.746944413940339
435,2.0,[77.39260864257812 192.4874725341797 267.3547058105469 237.5278778076172],0.7749626636505127,4741,0.25979119539260864
435,4.0,[468.56268310546875 349.2286376953125 509.11419677734375 482.031005859375],0.7272400259971619,1,0.541224337395775
436,1.0,[41.34892272949219 552.504150390625 102.48991394042969 607.398681640625],0.8513708710670471,1720173,0.4375865511702474
436,2.0,[79.07907104492188 199.35263061523438 278.63616943359375 240.34036254882812],0.7919906377792358,14,0.11428275181254026
436,4.0,[471.10546875 350.43048095703125 509.386962890625 482.13580322265625],0.7385246753692627,1,0.8957409664617444
437,1.0,[37.609130859375 554.0889892578125 102.11763000488281 609.0067138671875],0.8946431279182434,17017,0.9985246747217789
437,2.0,[82.38055419921875 201.596923828125 272.947265625 245.1357421875],0.8244768381118774,24401,0.5649402590352823
437,4.0,[471.13018798828125 355.0379638671875 509.13690185546875 485.5377197265625],0.7423949241638184,7,0.21382394792699078
438,1.0,[37.02360534667969 556.33349609375 100.96945190429688 610.8275146484375],0.9000300765037537,17017,0.9999415165176879
438,2.0,[85.82681274414062 203.13851928710938 274.5205993652344 249.94476318359375],0.8042173385620117,85401646647,0.02903743057874649
438,4.0,[470.840576171875 359.3421325683594 509.3486328125 491.0916442871094],0.7119035124778748,1,0.5280449965372469
439,1.0,[36.61701965332031 558.5101318359375 100.11701965332031 612.9097900390625],0.8921043276786804,17017,0.9977530268967514
439,2.0,[81.4656982421875 202.28265380859375 282.3981018066406 245.47833251953125],0.7647159099578857,522734,0.1939984421770843
439,4.0,[473.73779296875 365.0672607421875 508.4382629394531 492.3326416015625],0.6380406022071838,1,0.9206800834944637
440,1.0,[35.84761047363281 559.968994140625 100.58624267578125 616.7625732421875],0.8779323101043701,172017,0.9619304027259701
440,2.0,[80.8043212890625 203.03164672851562 282.07720947265625 246.44216918945312],0.8040425181388855,840148405414637,0.038034279775637225
440,4.0,[472.55902099609375 361.98687744140625 509.99078369140625 494.30877685546875],0.633441150188446,1,0.9737453313758273
441,1.0,[35.91255187988281 562.23046875 100.46617126464844 617.7689208984375],0.8678907752037048,170174,0.42010670436195197
441,2.0,[82.36972045898438 203.5533905029297 283.9993591308594 246.9629669189453],0.7614443302154541,7142,0.04767937585711479
441,4.0,[475.2113037109375 369.9288330078125 515.37109375 497.0224609375],0.6929965615272522,1,0.7960414614355074
442,1.0,[35.97284698486328 563.3192138671875 100.28704071044922 619.8426513671875],0.845952570438385,117017,0.36140843388684457
442,2.0,[84.13385009765625 204.1687469482422 284.08099365234375 248.40025329589844],0.7928587198257446,0130141848407544,0.04146765359799641
442,4.0,[475.6778564453125 371.89849853515625 518.0780029296875 499.71649169921875],0.755269467830658,1,0.7446042600722649
443,1.0,[35.68780517578125 563.9312133789062 100.98709106445312 622.2149047851562],0.8393968939781189,172017,0.8990447397805954
443,2.0,[85.65304565429688 204.47393798828125 287.91448974609375 249.64453125],0.7982015609741211,446,0.1031779757583704
443,3.0,[480.28192138671875 369.3060302734375 518.6776733398438 500.28076171875],0.7584033012390137,1,0.5026008666448121
443,5.0,[646.4639282226562 0.0 685.8622436523438 107.34054565429688],0.6836585402488708,7,0.38060976847100747
444,1.0,[37.5174560546875 565.3482055664062 103.11430358886719 623.3051147460938],0.8347172737121582,17401171,0.09970094317335768
444,2.0,[483.8642578125 372.51727294921875 523.003173828125 503.51312255859375],0.7791286110877991,1,0.8804660872147032
444,3.0,[86.70883178710938 205.2249755859375 288.4340515136719 249.78561401367188],0.7755756378173828,84046517,0.12361368389688342
445,1.0,[39.805206298828125 566.3255615234375 102.76689147949219 623.6009521484375],0.8545758724212646,17017,0.9999562307226242
445,2.0,[488.6622314453125 375.02142333984375 524.8304443359375 503.82574462890625],0.7737517356872559,1,0.5757802892954409
445,3.0,[88.66748046875 206.7264404296875 294.34228515625 252.2647705078125],0.7480722069740295,89504631778,0.126378246198042
445,5.0,[495.47802734375 374.31982421875 519.83984375 505.5728759765625],0.7077388763427734,1,0.5884996202467505
446,1.0,[41.32682800292969 566.345947265625 104.54222106933594 623.6181640625],0.851624608039856,17017,0.9049791386411531
446,4.0,[489.2100830078125 374.697998046875 526.9742431640625 504.7021484375],0.7238942384719849,1,0.5381098740574686
447,1.0,[42.440948486328125 563.778076171875 108.62896728515625 623.154052734375],0.8606178164482117,1740117,0.43750897196042093
447,4.0,[489.2421875 375.49615478515625 529.276123046875 505.49761962890625],0.7031216025352478,1,0.7154327640274118
448,1.0,[43.9151611328125 563.1986083984375 109.94041442871094 622.8924560546875],0.8632470965385437,177017,0.5016705433625757
448,3.0,[495.4615478515625 375.1297607421875 537.6339111328125 505.118896484375],0.783378005027771,1,0.863395237437544
449,1.0,[45.24320983886719 563.1636962890625 110.96760559082031 623.2657470703125],0.860567033290863,17047,0.9019699733396633
449,2.0,[103.94970703125 203.09442138671875 302.193603515625 250.513916015625],0.7788316607475281,70464744905017,0.014760332862494122
449,3.0,[503.150634765625 375.0205078125 540.25048828125 505.26336669921875],0.778506875038147,1,0.835078809243214
450,1.0,[48.235321044921875 563.538818359375 112.97305297851562 623.397216796875],0.8577189445495605,172017,0.4893731267696081
450,2.0,[106.45761108398438 203.94720458984375 308.43194580078125 247.73696899414062],0.7437480688095093,22449128,0.30462620864515183
450,4.0,[504.94427490234375 372.5068359375 541.5244750976562 506.75146484375],0.729716956615448,3,0.04783623043346097
451,1.0,[49.07527160644531 564.3531494140625 114.20375061035156 624.4986572265625],0.8577198386192322,17017,0.8540057428166913
451,3.0,[110.27810668945312 203.86407470703125 309.7220153808594 247.72076416015625],0.7326360940933228,0407471554163,0.01909386299034345
451,4.0,[506.66546630859375 372.97784423828125 543.2443237304688 505.95660400390625],0.6099750995635986,1,0.8546703624653595
452,1.0,[50.064605712890625 566.512451171875 113.67668151855469 624.974365234375],0.8736159801483154,117017,0.9639441763422258
452,2.0,[112.4317626953125 203.81338500976562 315.21807861328125 248.40817260742188],0.753268301486969,104324411267446554,0.05719605871508776
452,5.0,[506.812255859375 375.9739990234375 543.74462890625 507.50396728515625],0.6425667405128479,2,0.08840035695536486
453,1.0,[51.39186096191406 567.1708984375 115.63569641113281 625.820556640625],0.8944699168205261,17017,0.9908252988872179
453,2.0,[113.75613403320312 204.0364227294922 321.6079406738281 249.16184997558594],0.7876745462417603,634,0.14777247119735157
453,4.0,[513.3076171875 377.2451171875 551.373291015625 509.0892333984375],0.7420494556427002,,0.0
454,1.0,[52.71437072753906 567.446044921875 117.08778381347656 626.15673828125],0.8973850011825562,172017,0.5539392203598807
454,2.0,[115.41510009765625 203.96803283691406 320.11865234375 248.21556091308594],0.7558366060256958,11324614354646,0.1254018010712643
454,4.0,[523.8395385742188 377.52093505859375 550.5134887695312 509.95086669921875],0.7397899031639099,1,0.9327616713859612
454,5.0,[515.3875122070312 378.02178955078125 554.8231811523438 514.6620483398438],0.6291658282279968,1,0.9524198884308568
455,1.0,[55.399139404296875 567.43505859375 118.61468505859375 625.899658203125],0.8933773636817932,17017,0.7023599725738348
455,2.0,[115.91592407226562 204.75025939941406 329.2815246582031 250.36546325683594],0.7334690093994141,7743414,0.0997700881461544
455,4.0,[527.4156494140625 377.784912109375 551.599365234375 510.4176025390625],0.7002082467079163,3,0.21848687234435804
455,5.0,[521.08203125 377.34100341796875 556.8076171875 510.74755859375],0.6817064881324768,3,0.4363129139065336
456,1.0,[58.56849670410156 567.192138671875 120.35780334472656 625.044921875],0.8861900568008423,17017,0.6478905881014504
456,2.0,[119.7728271484375 203.67947387695312 330.8862609863281 250.44662475585938],0.74124675989151,844714274746066313,0.032307675617289124
456,4.0,[522.8706665039062 377.41839599609375 559.4691772460938 511.74102783203125],0.6078769564628601,6,0.2967064304033471
457,1.0,[60.069061279296875 566.784423828125 122.9569091796875 625.1845703125],0.8695321679115295,174017,0.5530774076892463
457,2.0,[127.02557373046875 203.64584350585938 336.7506103515625 248.40463256835938],0.7951912879943848,1484744,0.0497465972958505
457,3.0,[526.696533203125 385.23492431640625 569.2216796875 511.77398681640625],0.7760947346687317,0,0.17429830283640513
458,1.0,[60.16841125488281 565.51416015625 126.30790710449219 625.442626953125],0.868663489818573,47017,0.8829407771344767
458,2.0,[129.9384765625 201.940673828125 335.63726806640625 248.92977905273438],0.8113524913787842,363846123146746,0.042399131080995474
458,3.0,[533.1629638671875 378.33135986328125 571.6920166015625 511.87249755859375],0.756367564201355,1,0.9812491349083672
459,1.0,[62.60179138183594 565.406005859375 127.56668090820312 625.8944091796875],0.8754130601882935,9,0.15668936781995857
459,2.0,[136.16058349609375 200.8753662109375 336.6026611328125 248.9156494140625],0.7735573053359985,6748,0.12312299013137817
459,4.0,[536.4696044921875 375.03173828125 573.026611328125 510.4068603515625],0.717271089553833,1,0.9547447062234369
460,1.0,[64.19242858886719 566.087646484375 128.19509887695312 626.293212890625],0.8769316673278809,,0.0
460,2.0,[144.80242919921875 203.73434448242188 340.62274169921875 255.886962890625],0.7683689594268799,18401264850546651,0.13469807698897662
460,4.0,[538.4880981445312 372.98895263671875 574.5510864257812 509.39801025390625],0.6102724671363831,1,0.9630463108538265
461,1.0,[64.77914428710938 566.1150512695312 128.82791137695312 626.5184936523438],0.8814375996589661,3,0.4445249805903586
461,2.0,[134.012451171875 198.25534057617188 342.6046142578125 247.44894409179688],0.7605567574501038,9840,0.3543417219838864
461,4.0,[538.38427734375 375.11083984375 577.517578125 510.4547119140625],0.7044157385826111,3,0.5443742616981275
462,1.0,[66.06448364257812 566.5399169921875 129.93777465820312 627.3665771484375],0.8947721719741821,117017,0.8040158240331257
